filename,input_seq,target_seq
26491.png,"10,1,4,7,8","1,4,7,8,11"
26492.png,"10,1,1,1,7","1,1,1,7,11"
26493.png,"10,8,5,0,6","8,5,0,6,11"
26494.png,"10,0,9,3,5","0,9,3,5,11"
26495.png,"10,8,7,4,4","8,7,4,4,11"
26496.png,"10,5,1,0,6","5,1,0,6,11"
26497.png,"10,0,6,2,3","0,6,2,3,11"
26498.png,"10,9,1,2,2","9,1,2,2,11"
26499.png,"10,6,1,5,0","6,1,5,0,11"
26500.png,"10,0,8,5,7","0,8,5,7,11"
26501.png,"10,0,0,9,8","0,0,9,8,11"
26502.png,"10,8,6,7,4","8,6,7,4,11"
26503.png,"10,2,9,6,3","2,9,6,3,11"
26504.png,"10,7,9,0,3","7,9,0,3,11"
26505.png,"10,0,3,6,1","0,3,6,1,11"
26506.png,"10,3,1,7,1","3,1,7,1,11"
26507.png,"10,8,9,8,3","8,9,8,3,11"
26508.png,"10,9,6,1,4","9,6,1,4,11"
26509.png,"10,9,3,3,1","9,3,3,1,11"
26510.png,"10,9,4,1,7","9,4,1,7,11"
26511.png,"10,5,7,0,1","5,7,0,1,11"
26512.png,"10,1,7,7,2","1,7,7,2,11"
26513.png,"10,6,3,6,4","6,3,6,4,11"
26514.png,"10,9,1,2,7","9,1,2,7,11"
26515.png,"10,2,7,1,7","2,7,1,7,11"
26516.png,"10,7,7,1,2","7,7,1,2,11"
26517.png,"10,0,4,1,5","0,4,1,5,11"
26518.png,"10,0,1,6,2","0,1,6,2,11"
26519.png,"10,8,3,6,9","8,3,6,9,11"
26520.png,"10,7,3,4,9","7,3,4,9,11"
26521.png,"10,3,0,8,8","3,0,8,8,11"
26522.png,"10,0,6,1,1","0,6,1,1,11"
26523.png,"10,0,5,7,1","0,5,7,1,11"
26524.png,"10,0,5,8,0","0,5,8,0,11"
26525.png,"10,5,1,9,7","5,1,9,7,11"
26526.png,"10,7,9,8,0","7,9,8,0,11"
26527.png,"10,1,9,0,7","1,9,0,7,11"
26528.png,"10,9,4,7,4","9,4,7,4,11"
26529.png,"10,8,6,3,6","8,6,3,6,11"
26530.png,"10,7,3,4,5","7,3,4,5,11"
26531.png,"10,2,2,2,8","2,2,2,8,11"
26532.png,"10,5,1,0,0","5,1,0,0,11"
26533.png,"10,2,8,7,1","2,8,7,1,11"
26534.png,"10,1,2,7,7","1,2,7,7,11"
26535.png,"10,1,6,5,5","1,6,5,5,11"
26536.png,"10,0,8,0,9","0,8,0,9,11"
26537.png,"10,7,3,4,9","7,3,4,9,11"
26538.png,"10,4,7,2,0","4,7,2,0,11"
26539.png,"10,9,6,8,3","9,6,8,3,11"
26540.png,"10,8,0,4,8","8,0,4,8,11"
26541.png,"10,9,0,4,8","9,0,4,8,11"
26542.png,"10,3,5,2,4","3,5,2,4,11"
26543.png,"10,4,4,4,7","4,4,4,7,11"
26544.png,"10,5,0,2,3","5,0,2,3,11"
26545.png,"10,1,6,6,3","1,6,6,3,11"
26546.png,"10,9,3,8,6","9,3,8,6,11"
26547.png,"10,6,0,0,3","6,0,0,3,11"
26548.png,"10,6,1,4,4","6,1,4,4,11"
26549.png,"10,9,5,7,2","9,5,7,2,11"
26550.png,"10,7,0,2,0","7,0,2,0,11"
26551.png,"10,1,4,6,1","1,4,6,1,11"
26552.png,"10,6,1,7,8","6,1,7,8,11"
26553.png,"10,2,8,1,5","2,8,1,5,11"
26554.png,"10,0,9,3,2","0,9,3,2,11"
26555.png,"10,1,6,4,6","1,6,4,6,11"
26556.png,"10,4,4,9,7","4,4,9,7,11"
26557.png,"10,4,2,6,0","4,2,6,0,11"
26558.png,"10,6,5,7,9","6,5,7,9,11"
26559.png,"10,3,9,7,6","3,9,7,6,11"
26560.png,"10,5,4,4,7","5,4,4,7,11"
26561.png,"10,7,6,2,2","7,6,2,2,11"
26562.png,"10,9,4,4,0","9,4,4,0,11"
26563.png,"10,6,8,7,7","6,8,7,7,11"
26564.png,"10,4,8,3,4","4,8,3,4,11"
26565.png,"10,4,5,7,4","4,5,7,4,11"
26566.png,"10,3,0,0,7","3,0,0,7,11"
26567.png,"10,9,5,0,1","9,5,0,1,11"
26568.png,"10,8,6,5,3","8,6,5,3,11"
26569.png,"10,7,7,1,5","7,7,1,5,11"
26570.png,"10,5,7,4,4","5,7,4,4,11"
26571.png,"10,9,9,2,6","9,9,2,6,11"
26572.png,"10,5,3,3,3","5,3,3,3,11"
26573.png,"10,8,2,8,3","8,2,8,3,11"
26574.png,"10,7,4,7,3","7,4,7,3,11"
26575.png,"10,2,9,4,2","2,9,4,2,11"
26576.png,"10,3,9,8,3","3,9,8,3,11"
26577.png,"10,8,0,5,5","8,0,5,5,11"
26578.png,"10,3,1,4,0","3,1,4,0,11"
26579.png,"10,1,0,7,6","1,0,7,6,11"
26580.png,"10,2,8,1,9","2,8,1,9,11"
26581.png,"10,6,3,4,4","6,3,4,4,11"
26582.png,"10,7,1,0,7","7,1,0,7,11"
26583.png,"10,7,5,8,3","7,5,8,3,11"
26584.png,"10,2,5,3,1","2,5,3,1,11"
26585.png,"10,3,7,1,3","3,7,1,3,11"
26586.png,"10,5,6,3,7","5,6,3,7,11"
26587.png,"10,5,6,8,2","5,6,8,2,11"
26588.png,"10,2,9,1,9","2,9,1,9,11"
26589.png,"10,1,3,3,4","1,3,3,4,11"
26590.png,"10,8,5,3,5","8,5,3,5,11"
26591.png,"10,6,2,8,8","6,2,8,8,11"
26592.png,"10,8,4,3,6","8,4,3,6,11"
26593.png,"10,1,5,5,3","1,5,5,3,11"
26594.png,"10,7,3,5,7","7,3,5,7,11"
26595.png,"10,2,1,3,3","2,1,3,3,11"
26596.png,"10,7,6,0,0","7,6,0,0,11"
26597.png,"10,1,5,2,1","1,5,2,1,11"
26598.png,"10,3,2,5,4","3,2,5,4,11"
26599.png,"10,6,2,5,1","6,2,5,1,11"
26600.png,"10,2,6,0,3","2,6,0,3,11"
26601.png,"10,6,9,7,5","6,9,7,5,11"
26602.png,"10,5,6,2,7","5,6,2,7,11"
26603.png,"10,2,8,2,6","2,8,2,6,11"
26604.png,"10,9,6,2,5","9,6,2,5,11"
26605.png,"10,3,4,8,4","3,4,8,4,11"
26606.png,"10,1,5,6,3","1,5,6,3,11"
26607.png,"10,2,0,4,7","2,0,4,7,11"
26608.png,"10,4,2,2,5","4,2,2,5,11"
26609.png,"10,3,6,4,6","3,6,4,6,11"
26610.png,"10,8,2,0,4","8,2,0,4,11"
26611.png,"10,0,6,5,6","0,6,5,6,11"
26612.png,"10,4,8,1,7","4,8,1,7,11"
26613.png,"10,2,3,2,9","2,3,2,9,11"
26614.png,"10,3,7,9,3","3,7,9,3,11"
26615.png,"10,2,2,9,9","2,2,9,9,11"
26616.png,"10,7,4,5,0","7,4,5,0,11"
26617.png,"10,3,8,0,1","3,8,0,1,11"
26618.png,"10,7,4,2,7","7,4,2,7,11"
26619.png,"10,9,7,0,4","9,7,0,4,11"
26620.png,"10,2,3,4,7","2,3,4,7,11"
26621.png,"10,1,6,0,8","1,6,0,8,11"
26622.png,"10,3,4,4,4","3,4,4,4,11"
26623.png,"10,8,8,6,9","8,8,6,9,11"
26624.png,"10,9,2,2,3","9,2,2,3,11"
26625.png,"10,3,2,3,0","3,2,3,0,11"
26626.png,"10,8,9,3,0","8,9,3,0,11"
26627.png,"10,3,9,0,7","3,9,0,7,11"
26628.png,"10,6,3,8,4","6,3,8,4,11"
26629.png,"10,7,9,3,7","7,9,3,7,11"
26630.png,"10,9,3,5,4","9,3,5,4,11"
26631.png,"10,2,7,8,0","2,7,8,0,11"
26632.png,"10,0,3,9,1","0,3,9,1,11"
26633.png,"10,7,2,6,9","7,2,6,9,11"
26634.png,"10,9,0,3,4","9,0,3,4,11"
26635.png,"10,9,8,0,6","9,8,0,6,11"
26636.png,"10,2,8,4,4","2,8,4,4,11"
26637.png,"10,3,7,5,9","3,7,5,9,11"
26638.png,"10,8,3,1,9","8,3,1,9,11"
26639.png,"10,4,0,1,3","4,0,1,3,11"
26640.png,"10,9,0,8,1","9,0,8,1,11"
26641.png,"10,5,3,0,1","5,3,0,1,11"
26642.png,"10,8,6,3,3","8,6,3,3,11"
26643.png,"10,5,9,2,0","5,9,2,0,11"
26644.png,"10,6,1,6,7","6,1,6,7,11"
26645.png,"10,5,9,5,3","5,9,5,3,11"
26646.png,"10,0,8,2,7","0,8,2,7,11"
26647.png,"10,1,5,3,7","1,5,3,7,11"
26648.png,"10,5,1,8,2","5,1,8,2,11"
26649.png,"10,8,0,3,5","8,0,3,5,11"
26650.png,"10,9,9,7,2","9,9,7,2,11"
26651.png,"10,1,1,3,4","1,1,3,4,11"
26652.png,"10,1,6,4,8","1,6,4,8,11"
26653.png,"10,1,1,7,2","1,1,7,2,11"
26654.png,"10,5,2,6,4","5,2,6,4,11"
26655.png,"10,1,0,0,8","1,0,0,8,11"
26656.png,"10,1,1,7,1","1,1,7,1,11"
26657.png,"10,9,1,9,3","9,1,9,3,11"
26658.png,"10,6,1,7,0","6,1,7,0,11"
26659.png,"10,7,4,2,9","7,4,2,9,11"
26660.png,"10,1,6,6,0","1,6,6,0,11"
26661.png,"10,2,4,7,5","2,4,7,5,11"
26662.png,"10,4,8,9,7","4,8,9,7,11"
26663.png,"10,7,8,5,2","7,8,5,2,11"
26664.png,"10,5,5,3,9","5,5,3,9,11"
26665.png,"10,0,9,3,0","0,9,3,0,11"
26666.png,"10,0,2,5,9","0,2,5,9,11"
26667.png,"10,7,4,7,7","7,4,7,7,11"
26668.png,"10,5,2,6,1","5,2,6,1,11"
26669.png,"10,4,9,8,2","4,9,8,2,11"
26670.png,"10,3,6,7,1","3,6,7,1,11"
26671.png,"10,0,6,7,1","0,6,7,1,11"
26672.png,"10,5,4,0,8","5,4,0,8,11"
26673.png,"10,1,7,3,6","1,7,3,6,11"
26674.png,"10,3,7,5,1","3,7,5,1,11"
26675.png,"10,6,2,5,9","6,2,5,9,11"
26676.png,"10,8,5,8,6","8,5,8,6,11"
26677.png,"10,9,4,2,0","9,4,2,0,11"
26678.png,"10,9,5,3,4","9,5,3,4,11"
26679.png,"10,4,7,1,6","4,7,1,6,11"
26680.png,"10,3,9,3,6","3,9,3,6,11"
26681.png,"10,2,7,6,8","2,7,6,8,11"
26682.png,"10,6,7,3,7","6,7,3,7,11"
26683.png,"10,4,7,6,3","4,7,6,3,11"
26684.png,"10,0,6,2,6","0,6,2,6,11"
26685.png,"10,0,3,0,1","0,3,0,1,11"
26686.png,"10,8,2,0,6","8,2,0,6,11"
26687.png,"10,5,5,7,5","5,5,7,5,11"
26688.png,"10,1,0,8,8","1,0,8,8,11"
26689.png,"10,2,9,3,1","2,9,3,1,11"
26690.png,"10,8,3,7,8","8,3,7,8,11"
26691.png,"10,3,9,8,2","3,9,8,2,11"
26692.png,"10,5,7,9,4","5,7,9,4,11"
26693.png,"10,9,1,2,0","9,1,2,0,11"
26694.png,"10,6,4,7,1","6,4,7,1,11"
26695.png,"10,1,9,7,2","1,9,7,2,11"
26696.png,"10,3,9,0,1","3,9,0,1,11"
26697.png,"10,4,1,1,5","4,1,1,5,11"
26698.png,"10,9,3,1,0","9,3,1,0,11"
26699.png,"10,7,1,9,2","7,1,9,2,11"
26700.png,"10,6,6,0,3","6,6,0,3,11"
26701.png,"10,8,2,5,3","8,2,5,3,11"
26702.png,"10,7,6,7,2","7,6,7,2,11"
26703.png,"10,8,8,0,7","8,8,0,7,11"
26704.png,"10,3,8,1,4","3,8,1,4,11"
26705.png,"10,7,2,7,0","7,2,7,0,11"
26706.png,"10,1,5,2,2","1,5,2,2,11"
26707.png,"10,3,2,2,4","3,2,2,4,11"
26708.png,"10,9,8,0,3","9,8,0,3,11"
26709.png,"10,5,0,7,4","5,0,7,4,11"
26710.png,"10,4,2,1,1","4,2,1,1,11"
26711.png,"10,7,2,7,8","7,2,7,8,11"
26712.png,"10,7,3,6,5","7,3,6,5,11"
26713.png,"10,0,9,5,7","0,9,5,7,11"
26714.png,"10,0,4,9,7","0,4,9,7,11"
26715.png,"10,7,5,7,1","7,5,7,1,11"
26716.png,"10,6,1,1,0","6,1,1,0,11"
26717.png,"10,3,9,0,5","3,9,0,5,11"
26718.png,"10,3,8,3,0","3,8,3,0,11"
26719.png,"10,3,5,4,9","3,5,4,9,11"
26720.png,"10,4,4,5,2","4,4,5,2,11"
26721.png,"10,2,7,5,1","2,7,5,1,11"
26722.png,"10,1,6,4,5","1,6,4,5,11"
26723.png,"10,7,1,2,8","7,1,2,8,11"
26724.png,"10,1,3,6,1","1,3,6,1,11"
26725.png,"10,6,3,4,9","6,3,4,9,11"
26726.png,"10,4,1,3,4","4,1,3,4,11"
26727.png,"10,7,6,3,7","7,6,3,7,11"
26728.png,"10,9,0,8,8","9,0,8,8,11"
26729.png,"10,6,8,6,3","6,8,6,3,11"
26730.png,"10,8,4,5,3","8,4,5,3,11"
26731.png,"10,4,5,8,0","4,5,8,0,11"
26732.png,"10,8,3,3,9","8,3,3,9,11"
26733.png,"10,9,3,3,8","9,3,3,8,11"
26734.png,"10,3,9,4,6","3,9,4,6,11"
26735.png,"10,2,1,1,3","2,1,1,3,11"
26736.png,"10,8,5,0,9","8,5,0,9,11"
26737.png,"10,0,1,8,2","0,1,8,2,11"
26738.png,"10,4,1,1,2","4,1,1,2,11"
26739.png,"10,4,5,3,8","4,5,3,8,11"
26740.png,"10,9,9,6,7","9,9,6,7,11"
26741.png,"10,6,9,0,6","6,9,0,6,11"
26742.png,"10,7,7,4,4","7,7,4,4,11"
26743.png,"10,6,5,8,8","6,5,8,8,11"
26744.png,"10,4,0,3,7","4,0,3,7,11"
26745.png,"10,4,1,0,6","4,1,0,6,11"
26746.png,"10,7,0,8,3","7,0,8,3,11"
26747.png,"10,9,2,4,2","9,2,4,2,11"
26748.png,"10,7,3,9,8","7,3,9,8,11"
26749.png,"10,2,8,2,0","2,8,2,0,11"
26750.png,"10,3,5,3,7","3,5,3,7,11"
26751.png,"10,1,5,8,4","1,5,8,4,11"
26752.png,"10,4,0,4,7","4,0,4,7,11"
26753.png,"10,8,1,7,4","8,1,7,4,11"
26754.png,"10,1,3,6,6","1,3,6,6,11"
26755.png,"10,8,0,1,5","8,0,1,5,11"
26756.png,"10,8,9,3,0","8,9,3,0,11"
26757.png,"10,8,3,8,2","8,3,8,2,11"
26758.png,"10,0,5,8,5","0,5,8,5,11"
26759.png,"10,9,1,9,2","9,1,9,2,11"
26760.png,"10,7,7,2,6","7,7,2,6,11"
26761.png,"10,9,6,6,1","9,6,6,1,11"
26762.png,"10,9,3,2,1","9,3,2,1,11"
26763.png,"10,8,6,2,0","8,6,2,0,11"
26764.png,"10,1,2,0,7","1,2,0,7,11"
26765.png,"10,2,9,8,8","2,9,8,8,11"
26766.png,"10,9,1,6,3","9,1,6,3,11"
26767.png,"10,9,9,2,2","9,9,2,2,11"
26768.png,"10,8,3,1,9","8,3,1,9,11"
26769.png,"10,0,4,5,0","0,4,5,0,11"
26770.png,"10,1,7,3,1","1,7,3,1,11"
26771.png,"10,2,6,8,6","2,6,8,6,11"
26772.png,"10,3,0,6,7","3,0,6,7,11"
26773.png,"10,5,5,9,2","5,5,9,2,11"
26774.png,"10,4,2,0,1","4,2,0,1,11"
26775.png,"10,3,4,9,2","3,4,9,2,11"
26776.png,"10,1,9,6,4","1,9,6,4,11"
26777.png,"10,7,9,7,2","7,9,7,2,11"
26778.png,"10,2,6,3,8","2,6,3,8,11"
26779.png,"10,9,4,2,1","9,4,2,1,11"
26780.png,"10,7,8,3,5","7,8,3,5,11"
26781.png,"10,9,2,4,7","9,2,4,7,11"
26782.png,"10,8,6,9,3","8,6,9,3,11"
26783.png,"10,5,7,3,4","5,7,3,4,11"
26784.png,"10,7,3,8,2","7,3,8,2,11"
26785.png,"10,8,7,8,6","8,7,8,6,11"
26786.png,"10,8,2,1,3","8,2,1,3,11"
26787.png,"10,6,8,5,0","6,8,5,0,11"
26788.png,"10,9,0,0,7","9,0,0,7,11"
26789.png,"10,3,9,8,2","3,9,8,2,11"
26790.png,"10,1,3,7,2","1,3,7,2,11"
26791.png,"10,2,6,7,9","2,6,7,9,11"
26792.png,"10,3,1,2,5","3,1,2,5,11"
26793.png,"10,9,7,7,2","9,7,7,2,11"
26794.png,"10,7,3,6,8","7,3,6,8,11"
26795.png,"10,2,5,4,3","2,5,4,3,11"
26796.png,"10,3,0,8,8","3,0,8,8,11"
26797.png,"10,7,1,1,3","7,1,1,3,11"
26798.png,"10,3,8,8,8","3,8,8,8,11"
26799.png,"10,0,1,7,3","0,1,7,3,11"
26800.png,"10,9,1,8,4","9,1,8,4,11"
26801.png,"10,1,7,4,0","1,7,4,0,11"
26802.png,"10,2,8,4,8","2,8,4,8,11"
26803.png,"10,9,8,1,1","9,8,1,1,11"
26804.png,"10,4,5,4,6","4,5,4,6,11"
26805.png,"10,9,2,6,2","9,2,6,2,11"
26806.png,"10,2,6,4,6","2,6,4,6,11"
26807.png,"10,4,2,8,4","4,2,8,4,11"
26808.png,"10,9,2,1,0","9,2,1,0,11"
26809.png,"10,4,2,0,9","4,2,0,9,11"
26810.png,"10,4,2,1,1","4,2,1,1,11"
26811.png,"10,9,7,4,4","9,7,4,4,11"
26812.png,"10,1,5,9,0","1,5,9,0,11"
26813.png,"10,7,8,7,2","7,8,7,2,11"
26814.png,"10,8,7,6,6","8,7,6,6,11"
26815.png,"10,5,0,5,2","5,0,5,2,11"
26816.png,"10,9,8,2,4","9,8,2,4,11"
26817.png,"10,1,4,7,2","1,4,7,2,11"
26818.png,"10,9,3,7,7","9,3,7,7,11"
26819.png,"10,1,2,4,8","1,2,4,8,11"
26820.png,"10,6,6,6,7","6,6,6,7,11"
26821.png,"10,5,4,0,2","5,4,0,2,11"
26822.png,"10,2,2,4,7","2,2,4,7,11"
26823.png,"10,0,1,2,5","0,1,2,5,11"
26824.png,"10,6,1,4,6","6,1,4,6,11"
26825.png,"10,3,6,7,7","3,6,7,7,11"
26826.png,"10,0,5,7,7","0,5,7,7,11"
26827.png,"10,6,9,8,3","6,9,8,3,11"
26828.png,"10,8,9,7,2","8,9,7,2,11"
26829.png,"10,6,3,5,3","6,3,5,3,11"
26830.png,"10,1,2,8,8","1,2,8,8,11"
26831.png,"10,5,5,1,5","5,5,1,5,11"
26832.png,"10,1,1,1,2","1,1,1,2,11"
26833.png,"10,7,2,1,7","7,2,1,7,11"
26834.png,"10,7,6,4,0","7,6,4,0,11"
26835.png,"10,1,7,9,1","1,7,9,1,11"
26836.png,"10,3,8,4,1","3,8,4,1,11"
26837.png,"10,9,4,8,6","9,4,8,6,11"
26838.png,"10,3,6,4,0","3,6,4,0,11"
26839.png,"10,8,8,4,7","8,8,4,7,11"
26840.png,"10,3,1,9,7","3,1,9,7,11"
26841.png,"10,3,4,5,6","3,4,5,6,11"
26842.png,"10,8,1,2,1","8,1,2,1,11"
26843.png,"10,8,8,2,8","8,8,2,8,11"
26844.png,"10,0,2,5,7","0,2,5,7,11"
26845.png,"10,1,7,6,8","1,7,6,8,11"
26846.png,"10,2,9,1,2","2,9,1,2,11"
26847.png,"10,7,2,3,7","7,2,3,7,11"
26848.png,"10,0,0,0,1","0,0,0,1,11"
26849.png,"10,2,3,9,4","2,3,9,4,11"
26850.png,"10,2,7,3,2","2,7,3,2,11"
26851.png,"10,9,0,5,0","9,0,5,0,11"
26852.png,"10,9,6,5,3","9,6,5,3,11"
26853.png,"10,9,2,8,5","9,2,8,5,11"
26854.png,"10,8,4,8,2","8,4,8,2,11"
26855.png,"10,6,0,6,1","6,0,6,1,11"
26856.png,"10,7,7,8,9","7,7,8,9,11"
26857.png,"10,8,5,2,0","8,5,2,0,11"
26858.png,"10,8,5,0,6","8,5,0,6,11"
26859.png,"10,7,0,5,9","7,0,5,9,11"
26860.png,"10,8,9,2,4","8,9,2,4,11"
26861.png,"10,3,2,6,9","3,2,6,9,11"
26862.png,"10,2,6,7,4","2,6,7,4,11"
26863.png,"10,9,1,3,6","9,1,3,6,11"
26864.png,"10,2,7,5,1","2,7,5,1,11"
26865.png,"10,1,6,1,5","1,6,1,5,11"
26866.png,"10,6,9,9,6","6,9,9,6,11"
26867.png,"10,6,5,0,1","6,5,0,1,11"
26868.png,"10,6,1,8,2","6,1,8,2,11"
26869.png,"10,5,2,1,2","5,2,1,2,11"
26870.png,"10,5,5,8,3","5,5,8,3,11"
26871.png,"10,3,2,0,5","3,2,0,5,11"
26872.png,"10,6,1,3,2","6,1,3,2,11"
26873.png,"10,3,5,1,1","3,5,1,1,11"
26874.png,"10,5,4,2,1","5,4,2,1,11"
26875.png,"10,7,5,3,0","7,5,3,0,11"
26876.png,"10,0,8,7,1","0,8,7,1,11"
26877.png,"10,2,3,7,3","2,3,7,3,11"
26878.png,"10,0,2,1,6","0,2,1,6,11"
26879.png,"10,3,9,9,6","3,9,9,6,11"
26880.png,"10,8,2,8,7","8,2,8,7,11"
26881.png,"10,3,2,9,5","3,2,9,5,11"
26882.png,"10,5,1,3,2","5,1,3,2,11"
26883.png,"10,7,1,0,9","7,1,0,9,11"
26884.png,"10,5,6,0,6","5,6,0,6,11"
26885.png,"10,0,8,1,1","0,8,1,1,11"
26886.png,"10,5,7,5,9","5,7,5,9,11"
26887.png,"10,1,2,8,1","1,2,8,1,11"
26888.png,"10,7,4,6,5","7,4,6,5,11"
26889.png,"10,6,6,3,2","6,6,3,2,11"
26890.png,"10,2,1,5,9","2,1,5,9,11"
26891.png,"10,4,1,4,9","4,1,4,9,11"
26892.png,"10,8,9,1,6","8,9,1,6,11"
26893.png,"10,1,4,1,9","1,4,1,9,11"
26894.png,"10,0,3,8,0","0,3,8,0,11"
26895.png,"10,7,5,9,0","7,5,9,0,11"
26896.png,"10,9,2,3,4","9,2,3,4,11"
26897.png,"10,4,4,6,4","4,4,6,4,11"
26898.png,"10,5,0,3,1","5,0,3,1,11"
26899.png,"10,0,6,7,0","0,6,7,0,11"
26900.png,"10,7,4,2,7","7,4,2,7,11"
26901.png,"10,5,3,6,2","5,3,6,2,11"
26902.png,"10,7,2,7,2","7,2,7,2,11"
26903.png,"10,8,7,7,8","8,7,7,8,11"
26904.png,"10,1,7,8,4","1,7,8,4,11"
26905.png,"10,7,8,0,5","7,8,0,5,11"
26906.png,"10,5,3,0,9","5,3,0,9,11"
26907.png,"10,6,2,0,3","6,2,0,3,11"
26908.png,"10,9,7,0,8","9,7,0,8,11"
26909.png,"10,5,0,2,8","5,0,2,8,11"
26910.png,"10,5,7,4,4","5,7,4,4,11"
26911.png,"10,9,0,4,3","9,0,4,3,11"
26912.png,"10,0,6,1,3","0,6,1,3,11"
26913.png,"10,7,0,5,5","7,0,5,5,11"
26914.png,"10,8,8,5,4","8,8,5,4,11"
26915.png,"10,4,7,7,2","4,7,7,2,11"
26916.png,"10,4,3,9,8","4,3,9,8,11"
26917.png,"10,2,9,5,4","2,9,5,4,11"
26918.png,"10,3,7,1,4","3,7,1,4,11"
26919.png,"10,3,9,3,5","3,9,3,5,11"
26920.png,"10,1,4,6,0","1,4,6,0,11"
26921.png,"10,1,4,9,6","1,4,9,6,11"
26922.png,"10,6,1,2,9","6,1,2,9,11"
26923.png,"10,4,3,5,7","4,3,5,7,11"
26924.png,"10,1,8,0,4","1,8,0,4,11"
26925.png,"10,3,4,1,3","3,4,1,3,11"
26926.png,"10,9,9,0,7","9,9,0,7,11"
26927.png,"10,0,1,7,1","0,1,7,1,11"
26928.png,"10,0,2,2,8","0,2,2,8,11"
26929.png,"10,8,6,5,3","8,6,5,3,11"
26930.png,"10,6,6,3,7","6,6,3,7,11"
26931.png,"10,8,5,9,6","8,5,9,6,11"
26932.png,"10,4,3,7,1","4,3,7,1,11"
26933.png,"10,4,9,2,3","4,9,2,3,11"
26934.png,"10,6,9,2,2","6,9,2,2,11"
26935.png,"10,9,4,6,4","9,4,6,4,11"
26936.png,"10,8,6,9,8","8,6,9,8,11"
26937.png,"10,5,7,5,5","5,7,5,5,11"
26938.png,"10,4,0,7,3","4,0,7,3,11"
26939.png,"10,7,2,4,4","7,2,4,4,11"
26940.png,"10,2,7,6,2","2,7,6,2,11"
26941.png,"10,5,8,9,2","5,8,9,2,11"
26942.png,"10,9,9,4,2","9,9,4,2,11"
26943.png,"10,1,7,0,2","1,7,0,2,11"
26944.png,"10,2,8,7,2","2,8,7,2,11"
26945.png,"10,2,5,4,2","2,5,4,2,11"
26946.png,"10,6,8,2,9","6,8,2,9,11"
26947.png,"10,0,7,2,2","0,7,2,2,11"
26948.png,"10,3,9,4,6","3,9,4,6,11"
26949.png,"10,1,4,5,5","1,4,5,5,11"
26950.png,"10,7,2,1,2","7,2,1,2,11"
26951.png,"10,1,0,9,1","1,0,9,1,11"
26952.png,"10,1,9,6,9","1,9,6,9,11"
26953.png,"10,4,4,3,9","4,4,3,9,11"
26954.png,"10,6,8,8,6","6,8,8,6,11"
26955.png,"10,2,0,0,1","2,0,0,1,11"
26956.png,"10,6,0,6,0","6,0,6,0,11"
26957.png,"10,3,3,8,6","3,3,8,6,11"
26958.png,"10,4,5,4,2","4,5,4,2,11"
26959.png,"10,4,9,4,6","4,9,4,6,11"
26960.png,"10,6,8,4,5","6,8,4,5,11"
26961.png,"10,8,0,6,7","8,0,6,7,11"
26962.png,"10,5,9,8,9","5,9,8,9,11"
26963.png,"10,0,1,5,6","0,1,5,6,11"
26964.png,"10,6,7,1,7","6,7,1,7,11"
26965.png,"10,6,8,1,6","6,8,1,6,11"
26966.png,"10,9,7,0,2","9,7,0,2,11"
26967.png,"10,3,0,4,1","3,0,4,1,11"
26968.png,"10,0,1,7,3","0,1,7,3,11"
26969.png,"10,3,6,3,5","3,6,3,5,11"
26970.png,"10,9,3,7,3","9,3,7,3,11"
26971.png,"10,7,9,0,8","7,9,0,8,11"
26972.png,"10,1,1,1,0","1,1,1,0,11"
26973.png,"10,6,6,4,4","6,6,4,4,11"
26974.png,"10,7,9,8,3","7,9,8,3,11"
26975.png,"10,3,1,2,4","3,1,2,4,11"
26976.png,"10,7,2,9,7","7,2,9,7,11"
26977.png,"10,9,4,0,3","9,4,0,3,11"
26978.png,"10,1,8,0,3","1,8,0,3,11"
26979.png,"10,0,7,6,1","0,7,6,1,11"
26980.png,"10,9,6,4,2","9,6,4,2,11"
26981.png,"10,2,4,1,3","2,4,1,3,11"
26982.png,"10,7,2,2,0","7,2,2,0,11"
26983.png,"10,4,7,9,2","4,7,9,2,11"
26984.png,"10,3,5,4,7","3,5,4,7,11"
26985.png,"10,7,6,1,0","7,6,1,0,11"
26986.png,"10,4,0,0,5","4,0,0,5,11"
26987.png,"10,3,3,6,4","3,3,6,4,11"
26988.png,"10,1,3,9,3","1,3,9,3,11"
26989.png,"10,7,7,5,1","7,7,5,1,11"
26990.png,"10,5,6,7,8","5,6,7,8,11"
26991.png,"10,2,6,5,6","2,6,5,6,11"
26992.png,"10,6,6,5,5","6,6,5,5,11"
26993.png,"10,6,2,6,5","6,2,6,5,11"
26994.png,"10,7,4,6,3","7,4,6,3,11"
26995.png,"10,2,0,9,2","2,0,9,2,11"
26996.png,"10,9,3,2,7","9,3,2,7,11"
26997.png,"10,5,9,8,9","5,9,8,9,11"
26998.png,"10,2,1,9,3","2,1,9,3,11"
26999.png,"10,3,7,5,7","3,7,5,7,11"
27000.png,"10,1,9,7,9","1,9,7,9,11"
27001.png,"10,7,7,7,1","7,7,7,1,11"
27002.png,"10,1,8,9,9","1,8,9,9,11"
27003.png,"10,6,3,0,7","6,3,0,7,11"
27004.png,"10,1,0,7,5","1,0,7,5,11"
27005.png,"10,2,6,5,7","2,6,5,7,11"
27006.png,"10,6,9,4,0","6,9,4,0,11"
27007.png,"10,5,8,0,2","5,8,0,2,11"
27008.png,"10,7,3,3,1","7,3,3,1,11"
